item_fat_content,item_identifier,item_type,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type,item_visibility,item_weight,sales,rating
Low Fat,FDE22,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.04949882,9.70,158.7920,5
Low Fat,FDK55,Meat,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02574026,18.50,89.4172,5
Regular,FDR11,Breads,2014,OUT013,Tier 3,Large,Supermarket Type1,0.14241961,10.50,161.1578,5
Regular,DRC01,Soft Drinks,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01918403,5.92,50.3692,5
Regular,FDE11,Starchy Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.13498355,17.70,184.4924,5
Low Fat,DRJ39,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03647404,20.25,218.3482,5
Low Fat,FDD08,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03532494,8.30,38.9506,5
Low Fat,FDK02,Canned,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.11285945,12.50,118.3440,5
Low Fat,FDR39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08392957,20.35,182.4292,5
Low Fat,DRI03,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00000000,6.03,175.1028,5
Low Fat,NCD42,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01265749,16.50,36.3506,5
Regular,FDY35,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01605260,17.60,43.9402,5
Regular,FDL13,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05640613,13.85,231.4300,5
Regular,FDD38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00820447,16.75,99.8674,5
Regular,FDT26,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06805916,18.85,120.3440,5
Regular,FDE28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00000000,9.50,228.4668,5
Regular,FDO46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01423460,9.60,190.2872,5
Regular,FDP45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03067246,15.70,253.1724,5
Low Fat,FDY27,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03189818,6.38,177.4344,5
Low Fat,FDY52,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00734829,6.37,62.8536,5
Low Fat,DRN35,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07024759,8.01,37.5532,5
Low Fat,DRE60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.15930433,9.40,226.1720,5
Low Fat,DRI47,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02092018,14.70,143.8128,5
Low Fat,NCT05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02095185,10.90,255.3672,5
Low Fat,NCW17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01938623,18.00,126.8994,5
Low Fat,FDA39,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01271795,6.32,40.2822,5
Regular,FDS25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.14000855,6.89,108.7228,5
Regular,FDC16,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00000000,11.50,88.2540,5
Regular,FDN28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03024790,5.88,101.3990,5
Regular,FDW03,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02454128,5.63,105.1306,5
Regular,FDJ21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03852823,16.70,143.9102,5
Low Fat,FDD48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.03021985,10.40,114.7176,5
Low Fat,FDW13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.09808323,8.50,50.3324,5
Low Fat,DRD15,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.05691111,10.60,233.9642,5
Low Fat,FDH32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.07621429,12.80,96.5410,5
Low Fat,NCT05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.02099434,10.90,255.6672,5
Low Fat,NCV30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.06606580,20.20,61.3510,5
Low Fat,FDW10,Snack Foods,2020,OUT017,Tier 2,Large,Supermarket Type1,0.07107606,21.20,174.8370,5
Regular,FDR36,Baking Goods,2015,OUT045,Tier 2,Large,Supermarket Type1,0.12183296,6.72,43.5454,5
Regular,FDV22,Snack Foods,2015,OUT045,Tier 2,Large,Supermarket Type1,0.00995894,14.85,157.9630,5
Regular,DRA59,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.00000000,8.27,183.2924,5
Low Fat,FDI14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.08966082,14.10,140.0496,5
Low Fat,FDT37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03526350,14.15,254.8014,5
Low Fat,FDX25,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.10203648,16.70,180.9292,5
Low Fat,DRH03,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03505769,17.25,91.6120,5
Low Fat,FDA58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.10373162,9.40,236.9932,5
Regular,FDY35,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01602465,17.60,44.0402,5
Regular,FDH05,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09089645,14.35,231.2984,5
Regular,FDI41,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06224515,18.50,145.8418,5
Regular,FDO20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.15209903,12.85,252.6382,5
Regular,FDC57,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05458421,20.10,193.3820,5
Regular,FDT27,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06957401,11.40,232.8616,5
Low Fat,FDT34,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.29182662,9.30,107.1964,5
Regular,FDY12,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00000000,9.80,49.2008,5
Low Fat,FDV38,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.10218843,19.25,54.3956,5
Low Fat,FDJ53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07154819,10.50,120.2098,5
Low Fat,FDE22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02969328,9.70,159.7920,5
Regular,FDB14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.10314237,20.25,94.6120,5
Regular,FDU58,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02912991,6.61,188.4898,5
Regular,FDB23,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00561137,19.20,226.2062,5
Low Fat,DRG27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10527411,8.90,39.9138,5
Low Fat,FDD03,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07980627,13.30,232.5300,5
Regular,FDJ60,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.06265524,19.35,163.3184,5
Low Fat,FDG52,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.06557623,13.65,47.7402,5
Low Fat,FDU59,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09653608,5.78,162.8552,5
Low Fat,DRK39,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04994293,7.02,82.4250,5
Low Fat,DRL60,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02710143,8.52,151.7682,5
Regular,FDP48,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04409166,7.52,182.9950,5
Regular,FDA35,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.05392126,14.85,123.0072,5
Regular,FDH44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02591238,19.10,146.8418,5
Regular,FDJ21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03858813,16.70,144.6102,5
Low Fat,FDB08,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03110336,6.06,159.9578,5
Low Fat,NCR38,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11351847,17.25,253.5724,5
Low Fat,FDK21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01001232,7.91,250.4408,5
Low Fat,DRF01,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00000000,5.66,147.5102,5
Regular,FDA02,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02972266,14.00,143.4786,5
Regular,FDD40,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.01479336,20.25,191.5162,5
Regular,FDM58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07969040,16.85,113.4544,5
Regular,FDU24,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.14016304,6.78,94.2120,5
Low Fat,FDS55,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.08132878,7.02,150.0734,5
Low Fat,FDC45,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.13600849,17.00,171.7106,5
Low Fat,FDB33,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.01460974,17.75,160.4262,5
Low Fat,NCP42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.01614339,8.51,194.2478,5
Low Fat,NCL54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.08292164,12.60,175.2054,5
Low Fat,NCC07,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.02399972,19.60,104.0964,5
Low Fat,FDP60,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.05623514,17.35,102.0016,5
Low Fat,FDI14,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.09018503,14.10,140.2496,5
Low Fat,FDJ07,Meat,2020,OUT017,Tier 2,Large,Supermarket Type1,0.01450511,7.26,118.4150,5
Low Fat,DRN37,Soft Drinks,2020,OUT017,Tier 2,Large,Supermarket Type1,0.09684210,9.60,166.1158,5
Low Fat,DRF37,Soft Drinks,2020,OUT017,Tier 2,Large,Supermarket Type1,0.08480966,17.25,261.1910,5
Regular,FDX35,Breads,2015,OUT045,Tier 2,Large,Supermarket Type1,0.08007260,5.04,228.2036,5
Regular,FDP28,Frozen Foods,2015,OUT045,Tier 2,Large,Supermarket Type1,0.08080402,13.65,261.1936,5
Regular,FDJ27,Meat,2015,OUT045,Tier 2,Large,Supermarket Type1,0.12212320,17.70,100.7674,5
Regular,FDF10,Snack Foods,2015,OUT045,Tier 2,Large,Supermarket Type1,0.15724663,15.50,145.6418,5
Regular,FDG12,Baking Goods,2020,OUT017,Tier 2,Large,Supermarket Type1,0.00636189,6.64,121.1098,5
Regular,FDH50,Canned,2020,OUT017,Tier 2,Large,Supermarket Type1,0.16234858,15.00,185.9266,5
Regular,FDE20,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.00556180,11.35,168.3790,5
Regular,FDU03,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.09209592,18.70,183.3292,5
Low Fat,NCK05,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07743961,20.10,60.6536,5
Low Fat,NCJ18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.16391094,12.35,119.2124,5
Low Fat,NCE30,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09911729,16.00,210.7902,5
Low Fat,FDX15,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.15626930,17.20,159.6578,5
Low Fat,FDT22,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.11207602,10.40,58.0220,5
Low Fat,FDR10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01003800,17.60,163.5552,5
Low Fat,DRL49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05641835,13.15,142.4812,5
Regular,FDF29,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01993042,15.10,131.5310,5
Regular,FDT56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.11557055,16.00,57.5246,5
Regular,FDN03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01508711,9.80,250.1408,5
Regular,FDW15,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05510317,15.35,149.7734,5
Regular,FDU51,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.09649543,20.20,175.6028,5
Low Fat,FDQ14,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.10341926,9.27,148.1050,5
Low Fat,DRC27,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.09725162,13.80,245.7802,5
Low Fat,DRE03,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.04055087,19.60,45.5718,5
Low Fat,FDD16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.06084763,20.50,75.0696,5
Low Fat,FDT03,Meat,2011,OUT010,Tier 3,Large,Grocery Store,0.01673588,21.25,185.2608,5
Low Fat,FDG47,Starchy Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.11652767,12.80,261.4252,5
Low Fat,FDG60,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.06064921,20.35,232.7616,5
Low Fat,FDS37,Canned,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03191828,7.66,117.7492,5
Low Fat,DRG03,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.06193499,14.50,154.4998,5
Low Fat,FDB52,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03041027,17.75,256.0672,5
Low Fat,FDK40,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00000000,7.04,262.6910,5
Low Fat,NCZ53,Health and Hygiene,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02445680,9.60,186.6214,5
Low Fat,NCP41,Health and Hygiene,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01619722,16.60,108.8596,5
Low Fat,FDE34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.10787100,9.20,181.2634,5
Low Fat,FDL46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05404671,20.35,119.5466,5
Low Fat,FDH10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04929569,21.00,194.4478,5
Low Fat,DRD60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03722507,15.70,182.4634,5
Regular,FDR36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.12156339,6.72,43.7454,5
Regular,FDL24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02489188,10.30,170.9422,5
Regular,FDM36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.05871973,11.65,171.1422,5
Regular,FDD26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07214182,8.71,183.3924,5
Regular,FDI02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.11454343,15.70,113.7202,5
Regular,FDE04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01801966,19.75,181.5660,5
Low Fat,FDE53,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.04499188,10.90,107.2280,5
Low Fat,FDV31,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.17862292,9.80,177.9370,5
Low Fat,FDF32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.11395356,16.35,198.2426,5
Low Fat,NCQ17,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.19572113,10.30,156.4630,5
Regular,FDX04,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04153696,19.60,46.0376,5
Regular,FDF53,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.08353699,20.75,180.3318,5
Regular,FDD21,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00000000,10.30,115.0176,5
Regular,FDO20,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.15200120,12.85,252.3382,5
Regular,FDC21,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04292307,14.60,109.8254,5
Regular,FDV19,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.03522770,14.85,159.5578,5
Regular,FDW43,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02240658,20.10,225.9036,5
Regular,FDO46,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.01420067,9.60,187.1872,5
Regular,FDT10,Snack Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.06199287,16.70,60.9562,5
Regular,FDB23,Starchy Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00558395,19.20,226.9062,5
Low Fat,FDN60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09554572,15.10,157.3604,5
Low Fat,FDU23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02181199,12.15,163.6184,5
Low Fat,FDM13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06343268,6.43,132.8626,5
Low Fat,FDB50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.15424434,13.00,77.9986,5
Low Fat,FDC04,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04516890,15.60,242.9854,5
Low Fat,DRF03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04549270,19.10,40.3138,5
Low Fat,FDG53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04604374,10.00,140.6180,5
Low Fat,NCD19,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00000000,8.93,53.8614,4
Regular,FDW51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09480704,6.16,213.3560,4
Regular,FDN58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05687239,13.80,231.1984,4
Low Fat,FDT44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10314666,16.60,117.2466,4
Low Fat,FDW20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.02414486,20.75,123.3730,4
Regular,FDU19,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00000000,8.77,173.6422,4
Regular,FDB56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07462720,8.75,187.8556,4
Low Fat,NCF54,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04737705,18.00,171.1422,4
Regular,FDX07,Fruits and Vegetables,2015,OUT045,Tier 2,Large,Supermarket Type1,0.02296529,19.20,181.6950,4
Regular,FDL58,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.12411035,5.78,262.3568,4
Regular,FDX56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07436116,17.10,206.1638,4
Low Fat,NCR54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00000000,16.35,198.2110,4
Low Fat,FDO12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05493053,15.75,194.4452,4
Regular,FDY38,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.11907726,13.60,231.2300,4
Regular,FDM50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03008348,13.00,61.9220,3
Low Fat,NCC06,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.02713901,19.00,127.3336,2
Regular,FDA26,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00000000,7.86,220.1482,2
Low Fat,DRE37,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00000000,13.50,189.1872,1
Low Fat,FDY48,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02371512,14.00,103.8332,1
Low Fat,NCC54,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09786284,17.75,239.3196,4
Low Fat,FDZ09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.10504203,17.60,163.8868,4
Low Fat,DRH59,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00000000,10.80,72.3380,4
Low Fat,NCC06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02698637,19.00,127.1336,4
Regular,FDZ25,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02761705,15.70,168.2790,4
Low Fat,NCE55,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.13019199,8.92,176.8370,4
Low Fat,FDF12,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.08289410,8.24,149.3076,4
Regular,FDZ49,Canned,2015,OUT045,Tier 2,Large,Supermarket Type1,0.13341564,11.00,218.7798,4
Regular,DRC13,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.03262507,8.26,124.6730,4
Low Fat,NCG42,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04122004,19.20,131.2310,4
Regular,FDZ21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03921444,17.60,98.2410,4
Low Fat,FDF58,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.00000000,13.30,62.1510,4
Low Fat,NCX18,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.01471933,14.15,196.9110,4
Regular,FDU27,Meat,2011,OUT010,Tier 3,Large,Grocery Store,0.28701714,18.60,48.8376,4
Low Fat,FDX26,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.00000000,17.70,182.5292,4
Low Fat,NCD18,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.07260865,16.00,228.3668,4
Regular,FDJ60,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.06247639,19.35,164.5184,4
Low Fat,NCE54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00000000,20.70,74.3354,4
Regular,FDS25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.14057889,6.89,112.1228,4
Regular,FDI09,Seafood,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.12986446,20.75,240.1880,4
Low Fat,FDF16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.08626629,7.30,147.2076,5
Low Fat,NCQ41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.03260618,14.80,193.5794,5
Low Fat,NCN06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.20168772,8.39,162.8868,5
Low Fat,NCF30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.21130667,17.00,125.1362,5
Low Fat,FDL45,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.06308171,15.60,125.7704,5
Low Fat,FDR10,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.01680472,17.60,163.4552,5
Low Fat,FDZ09,Snack Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.17554589,17.60,163.6868,5
Regular,FDY40,Frozen Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.14367018,15.50,48.4692,5
Regular,FDZ16,Frozen Foods,2011,OUT010,Tier 3,Large,Grocery Store,0.26756591,16.85,194.1478,5
Regular,FDW07,Fruits and Vegetables,2011,OUT010,Tier 3,Large,Grocery Store,0.23883188,18.00,88.2514,5
Low Fat,FDW23,Baking Goods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.08194405,5.77,36.7164,5
Low Fat,FDW59,Breads,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02069867,13.15,86.3566,5
Low Fat,DRF27,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02839362,8.93,153.4340,5
Low Fat,FDB15,Dairy,2014,OUT013,Tier 3,Large,Supermarket Type1,0.13669689,10.90,264.5568,5
Low Fat,FDG16,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.08974207,15.25,213.7192,5
Low Fat,FDJ04,Frozen Foods,2014,OUT013,Tier 3,Large,Supermarket Type1,0.12434848,18.00,118.3124,5
Low Fat,FDJ32,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.05774425,10.70,61.2536,5
Low Fat,FDM56,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.07013318,16.70,109.8912,5
Low Fat,FDB45,Fruits and Vegetables,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02131204,20.85,104.9306,5
Low Fat,DRJ23,Hard Drinks,2014,OUT013,Tier 3,Large,Supermarket Type1,0.04163421,18.35,188.1872,5
Low Fat,NCN06,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.12039699,8.39,163.4868,5
Low Fat,NCF43,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.05190268,8.51,142.2470,5
Low Fat,NCG07,Household,2014,OUT013,Tier 3,Large,Supermarket Type1,0.05245836,12.30,188.7530,5
Regular,FDA40,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.09942555,16.00,87.0856,5
Regular,FDS27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01247751,10.20,197.1110,5
Regular,FDV13,Canned,2014,OUT013,Tier 3,Large,Supermarket Type1,0.02758789,17.35,86.1856,5
Low Fat,DRJ47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04443056,18.25,174.2080,5
Low Fat,NCO05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04674911,7.27,100.4384,5
Low Fat,NCB54,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05025660,8.76,127.3336,5
Low Fat,NCJ29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03533629,10.60,87.0224,5
Low Fat,NCE06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09185790,5.83,160.7894,5
Low Fat,NCP14,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.11073903,8.28,103.3306,5
Low Fat,NCH06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07686624,12.30,247.1460,5
Low Fat,NCH55,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03481356,16.35,128.4020,5
Low Fat,NCN42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01428055,20.25,148.0418,5
Low Fat,FDM03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.12353197,12.65,108.2938,5
Low Fat,FDK55,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02586664,18.50,88.9172,5
Low Fat,FDU39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03618476,18.85,58.5562,5
Low Fat,FDF22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.05706219,6.87,212.0218,5
